User ID,User Name,Age Group,Age,Gender,Height (cm),Weight (kg),Body Fat Percentage,Daily Caloric Intake,Workout Type,Workout Duration (min),Weekly Exercise Frequency,Sleep Hours,Goal,Progress,Mood,Hydration
2823,User_2823,46-55 (Older Adults),47,Male,154,79,33.1,3249,Walking,70,5,8,Maintain Weight,Average (50%-69%),Unmotivated,Moderate (2L-3L)
4839,User_4839,56+ (Seniors),61,Female,184,63,15.2,2230,Pilates,29,7,10,Muscle Gain,Good (70%-89%),Unmotivated,High (>3L)
4675,User_4675,36-45 (Mid-Aged Adults),37,Male,155,99,21.7,1824,Crossfit,77,4,10,Muscle Gain,Needs Improvement (30%-49%),Relaxed,High (>3L)
7589,User_7589,26-35 (Adults),32,Female,175,91,34.0,3032,Zumba,54,6,6,Muscle Gain,Average (50%-69%),Focused,High (>3L)
7214,User_7214,36-45 (Mid-Aged Adults),45,Female,174,95,17.4,1972,Crossfit,41,3,6,Muscle Gain,Average (50%-69%),Happy,Low (<2L)
6800,User_6800,56+ (Seniors),65,Female,172,112,12.3,1868,Crossfit,47,3,10,Muscle Gain,Needs Improvement (30%-49%),Focused,High (>3L)
6176,User_6176,46-55 (Older Adults),47,Non-binary,183,54,19.7,3406,Yoga,45,7,7,Weight Loss,Needs Improvement (30%-49%),Tired,Moderate (2L-3L)
6320,User_6320,26-35 (Adults),28,Female,186,111,33.9,2162,Cycling,65,4,6,Weight Loss,Needs Improvement (30%-49%),Happy,High (>3L)
9501,User_9501,56+ (Seniors),63,Female,175,93,15.3,2541,Crossfit,39,4,7,Increase Flexibility,Excellent (90%-100%),Focused,Moderate (2L-3L)
9962,User_9962,36-45 (Mid-Aged Adults),43,Non-binary,186,64,30.0,2532,Weight Training,38,7,8,Muscle Gain,Good (70%-89%),Confident,High (>3L)
8291,User_8291,56+ (Seniors),63,Non-binary,153,77,32.1,2540,Swimming,73,6,10,Increase Flexibility,Average (50%-69%),Unmotivated,High (>3L)
9134,User_9134,26-35 (Adults),26,Non-binary,173,111,15.1,2430,Weight Training,21,4,6,Muscle Gain,Poor (0%-29%),Confident,Moderate (2L-3L)
1533,User_1533,46-55 (Older Adults),54,Female,153,108,13.9,1878,Yoga,81,4,7,Maintain Weight,Needs Improvement (30%-49%),Confident,Moderate (2L-3L)
1152,User_1152,36-45 (Mid-Aged Adults),40,Male,183,50,23.0,2654,HIIT,87,5,7,Weight Loss,Excellent (90%-100%),Energized,High (>3L)
7998,User_7998,36-45 (Mid-Aged Adults),42,Male,171,109,39.7,2028,Swimming,43,7,9,Weight Loss,Needs Improvement (30%-49%),Focused,Low (<2L)
6883,User_6883,26-35 (Adults),33,Non-binary,187,78,33.1,1991,Pilates,53,5,8,Weight Loss,Poor (0%-29%),Stressed,Moderate (2L-3L)
7635,User_7635,46-55 (Older Adults),48,Male,181,53,27.6,2289,Crossfit,34,6,9,Muscle Gain,Average (50%-69%),Confident,High (>3L)
4938,User_4938,56+ (Seniors),57,Male,158,84,25.7,2834,Crossfit,28,3,10,Weight Loss,Excellent (90%-100%),Unmotivated,Low (<2L)
9765,User_9765,46-55 (Older Adults),50,Male,178,111,24.0,2148,HIIT,71,4,10,Weight Loss,Good (70%-89%),Bored,Moderate (2L-3L)
6869,User_6869,36-45 (Mid-Aged Adults),40,Male,185,85,26.6,1867,HIIT,57,6,6,Weight Loss,Needs Improvement (30%-49%),Stressed,Moderate (2L-3L)
7828,User_7828,26-35 (Adults),29,Non-binary,177,96,19.1,2271,Zumba,63,4,7,Muscle Gain,Excellent (90%-100%),Bored,Moderate (2L-3L)
8894,User_8894,26-35 (Adults),30,Female,158,104,31.2,2199,Swimming,78,3,8,Muscle Gain,Excellent (90%-100%),Energized,Low (<2L)
9057,User_9057,36-45 (Mid-Aged Adults),40,Non-binary,165,113,16.7,3219,Cycling,54,3,9,Weight Loss,Average (50%-69%),Energized,High (>3L)
5587,User_5587,56+ (Seniors),64,Male,157,106,12.8,2868,Walking,72,6,10,Increase Flexibility,Average (50%-69%),Confident,Low (<2L)
1023,User_1023,46-55 (Older Adults),47,Male,183,94,39.0,2532,Swimming,47,4,9,Weight Loss,Average (50%-69%),Tired,High (>3L)
4424,User_4424,46-55 (Older Adults),46,Non-binary,156,105,32.3,2487,Running,39,4,9,Maintain Weight,Good (70%-89%),Stressed,Moderate (2L-3L)
1886,User_1886,18-25 (Young Adults),23,Non-binary,168,71,12.1,2946,HIIT,51,3,9,Increase Flexibility,Good (70%-89%),Focused,Low (<2L)
5339,User_5339,18-25 (Young Adults),20,Non-binary,179,53,26.7,2687,Cycling,48,7,6,Muscle Gain,Excellent (90%-100%),Bored,Moderate (2L-3L)
2421,User_2421,56+ (Seniors),59,Male,155,86,36.4,2650,Zumba,42,7,6,Muscle Gain,Average (50%-69%),Relaxed,High (>3L)
7136,User_7136,56+ (Seniors),63,Non-binary,150,55,40.0,2949,Running,65,7,10,Muscle Gain,Needs Improvement (30%-49%),Energized,High (>3L)
3253,User_3253,56+ (Seniors),65,Non-binary,156,80,21.3,2697,Walking,27,5,9,Weight Loss,Good (70%-89%),Motivated,Low (<2L)
5213,User_5213,18-25 (Young Adults),19,Female,186,116,22.5,3268,HIIT,68,3,9,Maintain Weight,Poor (0%-29%),Happy,High (>3L)
2334,User_2334,46-55 (Older Adults),48,Male,175,97,24.5,1951,Pilates,82,6,10,Muscle Gain,Good (70%-89%),Happy,Low (<2L)
5013,User_5013,18-25 (Young Adults),23,Non-binary,160,101,15.8,1897,Crossfit,24,7,10,Muscle Gain,Needs Improvement (30%-49%),Stressed,Moderate (2L-3L)
8428,User_8428,26-35 (Adults),31,Male,160,83,28.8,3386,Running,68,3,9,Muscle Gain,Excellent (90%-100%),Energized,High (>3L)
8484,User_8484,36-45 (Mid-Aged Adults),40,Non-binary,188,53,33.6,3405,Yoga,90,5,7,Muscle Gain,Poor (0%-29%),Tired,Moderate (2L-3L)
9251,User_9251,56+ (Seniors),58,Female,178,96,17.7,2572,Crossfit,32,4,8,Muscle Gain,Average (50%-69%),Relaxed,High (>3L)
3762,User_3762,46-55 (Older Adults),55,Non-binary,190,67,37.5,2854,Crossfit,26,3,8,Weight Loss,Needs Improvement (30%-49%),Happy,Moderate (2L-3L)
7875,User_7875,36-45 (Mid-Aged Adults),42,Male,168,108,30.5,2466,Walking,33,5,9,Muscle Gain,Excellent (90%-100%),Focused,Low (<2L)
5534,User_5534,26-35 (Adults),31,Male,162,48,14.3,2996,Cycling,57,3,10,Maintain Weight,Good (70%-89%),Unmotivated,High (>3L)
8583,User_8583,26-35 (Adults),35,Non-binary,180,119,26.5,1826,Crossfit,32,7,9,Muscle Gain,Excellent (90%-100%),Confident,High (>3L)
1667,User_1667,46-55 (Older Adults),51,Male,176,86,15.6,3349,Crossfit,82,7,10,Weight Loss,Average (50%-69%),Motivated,Moderate (2L-3L)
6399,User_6399,36-45 (Mid-Aged Adults),37,Male,185,76,15.8,2987,HIIT,37,5,6,Weight Loss,Excellent (90%-100%),Happy,High (>3L)
2022,User_2022,26-35 (Adults),32,Female,190,90,38.5,2332,Walking,80,5,8,Weight Loss,Good (70%-89%),Stressed,High (>3L)
6966,User_6966,26-35 (Adults),32,Non-binary,168,60,22.0,2369,Pilates,57,3,10,Maintain Weight,Average (50%-69%),Energized,High (>3L)
9068,User_9068,46-55 (Older Adults),50,Male,174,83,11.5,2058,Pilates,73,7,9,Increase Flexibility,Excellent (90%-100%),Tired,Low (<2L)
5949,User_5949,46-55 (Older Adults),55,Female,161,85,32.6,1990,Pilates,25,7,9,Muscle Gain,Good (70%-89%),Unmotivated,High (>3L)
7450,User_7450,56+ (Seniors),60,Non-binary,157,100,17.7,2530,Running,79,4,7,Maintain Weight,Good (70%-89%),Unmotivated,Moderate (2L-3L)
1381,User_1381,26-35 (Adults),30,Non-binary,190,95,20.8,1962,Running,90,6,9,Weight Loss,Average (50%-69%),Energized,Moderate (2L-3L)
9224,User_9224,46-55 (Older Adults),53,Male,176,93,29.7,2186,Running,30,4,7,Increase Flexibility,Average (50%-69%),Motivated,Low (<2L)
5137,User_5137,56+ (Seniors),62,Non-binary,171,96,38.2,2151,Pilates,73,6,8,Maintain Weight,Poor (0%-29%),Confident,High (>3L)
8359,User_8359,26-35 (Adults),30,Non-binary,174,120,28.4,3397,Walking,33,3,6,Maintain Weight,Poor (0%-29%),Tired,Moderate (2L-3L)
7704,User_7704,18-25 (Young Adults),18,Non-binary,153,96,12.0,2690,Walking,49,4,10,Maintain Weight,Average (50%-69%),Confident,Low (<2L)
1680,User_1680,18-25 (Young Adults),24,Male,161,105,27.6,2053,Weight Training,61,4,9,Increase Flexibility,Poor (0%-29%),Unmotivated,Low (<2L)
1405,User_1405,26-35 (Adults),34,Female,151,46,26.6,2157,Cycling,20,6,10,Weight Loss,Poor (0%-29%),Stressed,Moderate (2L-3L)
1211,User_1211,56+ (Seniors),58,Male,152,92,32.2,3455,Crossfit,72,3,9,Maintain Weight,Excellent (90%-100%),Confident,Moderate (2L-3L)
2987,User_2987,56+ (Seniors),59,Female,156,83,35.5,2213,Yoga,23,4,6,Increase Flexibility,Average (50%-69%),Focused,Moderate (2L-3L)
1754,User_1754,26-35 (Adults),26,Female,183,78,32.0,2355,Swimming,23,3,10,Increase Flexibility,Poor (0%-29%),Tired,Moderate (2L-3L)
7925,User_7925,18-25 (Young Adults),21,Male,155,77,25.8,1845,Yoga,75,4,7,Muscle Gain,Needs Improvement (30%-49%),Stressed,High (>3L)
9397,User_9397,56+ (Seniors),63,Female,154,115,12.8,2513,Swimming,87,4,10,Muscle Gain,Poor (0%-29%),Motivated,Moderate (2L-3L)
5664,User_5664,26-35 (Adults),28,Male,155,72,19.2,2932,Crossfit,21,7,9,Muscle Gain,Needs Improvement (30%-49%),Bored,Low (<2L)
5173,User_5173,26-35 (Adults),31,Male,190,92,23.2,3361,Crossfit,87,4,8,Muscle Gain,Needs Improvement (30%-49%),Focused,Moderate (2L-3L)
5107,User_5107,18-25 (Young Adults),20,Female,189,47,32.2,2702,Running,54,5,7,Increase Flexibility,Poor (0%-29%),Motivated,High (>3L)
9602,User_9602,56+ (Seniors),65,Non-binary,164,47,36.4,2607,Zumba,30,3,6,Muscle Gain,Poor (0%-29%),Tired,Low (<2L)
9479,User_9479,26-35 (Adults),28,Non-binary,157,78,14.1,2577,Swimming,90,3,8,Weight Loss,Poor (0%-29%),Unmotivated,High (>3L)
2052,User_2052,26-35 (Adults),31,Non-binary,169,48,35.4,2657,Cycling,57,3,6,Muscle Gain,Poor (0%-29%),Energized,High (>3L)
2942,User_2942,46-55 (Older Adults),49,Non-binary,188,75,34.2,2943,Walking,69,7,9,Weight Loss,Needs Improvement (30%-49%),Motivated,Moderate (2L-3L)
9560,User_9560,46-55 (Older Adults),48,Non-binary,180,72,16.4,3365,Weight Training,87,4,7,Muscle Gain,Excellent (90%-100%),Confident,Low (<2L)
1667,User_1667,26-35 (Adults),33,Non-binary,163,53,12.5,2714,Running,57,4,8,Increase Flexibility,Poor (0%-29%),Unmotivated,High (>3L)
5470,User_5470,18-25 (Young Adults),23,Non-binary,166,102,23.5,3285,Pilates,53,7,9,Muscle Gain,Average (50%-69%),Motivated,High (>3L)
1975,User_1975,36-45 (Mid-Aged Adults),36,Non-binary,168,108,35.8,3098,Yoga,70,7,8,Muscle Gain,Good (70%-89%),Bored,Low (<2L)
1512,User_1512,46-55 (Older Adults),55,Female,172,69,39.7,2321,Crossfit,26,4,7,Muscle Gain,Average (50%-69%),Tired,Low (<2L)
1890,User_1890,46-55 (Older Adults),55,Non-binary,155,115,21.8,2701,Cycling,67,3,7,Muscle Gain,Average (50%-69%),Motivated,Moderate (2L-3L)
7439,User_7439,56+ (Seniors),61,Male,174,119,16.7,2329,Weight Training,37,5,8,Muscle Gain,Good (70%-89%),Stressed,Low (<2L)
2533,User_2533,56+ (Seniors),63,Male,157,50,14.9,2153,Weight Training,45,4,9,Muscle Gain,Average (50%-69%),Energized,High (>3L)
8490,User_8490,18-25 (Young Adults),24,Male,158,100,31.3,2144,Running,88,4,6,Increase Flexibility,Poor (0%-29%),Confident,High (>3L)
7883,User_7883,46-55 (Older Adults),55,Male,176,80,17.0,2964,Cycling,32,5,7,Increase Flexibility,Good (70%-89%),Happy,Moderate (2L-3L)
6394,User_6394,26-35 (Adults),33,Male,178,90,34.5,3419,Walking,62,3,9,Weight Loss,Average (50%-69%),Confident,Low (<2L)
6626,User_6626,26-35 (Adults),35,Female,166,79,39.1,3266,Crossfit,30,3,10,Increase Flexibility,Excellent (90%-100%),Unmotivated,High (>3L)
3731,User_3731,26-35 (Adults),30,Non-binary,190,120,11.9,3252,Zumba,89,4,6,Increase Flexibility,Good (70%-89%),Focused,High (>3L)
8582,User_8582,56+ (Seniors),59,Non-binary,185,92,37.1,2179,Yoga,50,3,7,Muscle Gain,Poor (0%-29%),Motivated,Moderate (2L-3L)
5911,User_5911,46-55 (Older Adults),53,Non-binary,178,71,38.3,2101,Zumba,39,3,8,Muscle Gain,Good (70%-89%),Confident,Moderate (2L-3L)
6384,User_6384,56+ (Seniors),64,Non-binary,166,97,33.4,2368,Zumba,47,6,9,Increase Flexibility,Poor (0%-29%),Focused,Moderate (2L-3L)
8396,User_8396,56+ (Seniors),63,Non-binary,150,83,21.0,2001,HIIT,41,3,10,Weight Loss,Poor (0%-29%),Tired,High (>3L)
7410,User_7410,56+ (Seniors),61,Male,189,57,17.0,3395,Zumba,86,7,9,Weight Loss,Excellent (90%-100%),Focused,Low (<2L)
6936,User_6936,36-45 (Mid-Aged Adults),41,Non-binary,173,92,39.5,3483,HIIT,38,7,9,Increase Flexibility,Good (70%-89%),Happy,Moderate (2L-3L)
5041,User_5041,56+ (Seniors),59,Non-binary,150,99,32.0,2175,HIIT,81,5,7,Muscle Gain,Needs Improvement (30%-49%),Unmotivated,High (>3L)
4708,User_4708,46-55 (Older Adults),50,Female,164,62,26.8,2888,Crossfit,24,3,9,Weight Loss,Excellent (90%-100%),Relaxed,High (>3L)
3635,User_3635,36-45 (Mid-Aged Adults),36,Male,189,114,14.1,3259,HIIT,68,7,6,Weight Loss,Good (70%-89%),Relaxed,Low (<2L)
8990,User_8990,26-35 (Adults),26,Female,154,56,10.3,2099,Cycling,63,3,7,Increase Flexibility,Good (70%-89%),Tired,Moderate (2L-3L)
8183,User_8183,26-35 (Adults),35,Female,178,117,19.3,2940,Cycling,78,4,8,Increase Flexibility,Good (70%-89%),Bored,Moderate (2L-3L)
6466,User_6466,46-55 (Older Adults),54,Non-binary,154,56,34.3,2000,Cycling,50,6,10,Increase Flexibility,Excellent (90%-100%),Motivated,Low (<2L)
1149,User_1149,46-55 (Older Adults),46,Male,168,47,24.4,1824,Swimming,24,5,10,Muscle Gain,Excellent (90%-100%),Energized,Moderate (2L-3L)
3712,User_3712,18-25 (Young Adults),25,Female,153,45,38.4,3093,Pilates,69,7,6,Increase Flexibility,Needs Improvement (30%-49%),Relaxed,High (>3L)
7363,User_7363,26-35 (Adults),28,Non-binary,159,71,30.6,2698,Cycling,53,3,9,Weight Loss,Needs Improvement (30%-49%),Confident,Low (<2L)
1908,User_1908,18-25 (Young Adults),20,Female,174,111,28.8,3245,Cycling,64,4,6,Maintain Weight,Good (70%-89%),Tired,Moderate (2L-3L)
1984,User_1984,18-25 (Young Adults),23,Male,153,94,34.5,3411,Running,31,7,8,Weight Loss,Good (70%-89%),Bored,Low (<2L)
1294,User_1294,46-55 (Older Adults),54,Male,150,48,16.0,3278,Walking,86,6,10,Increase Flexibility,Excellent (90%-100%),Bored,Moderate (2L-3L)
9726,User_9726,26-35 (Adults),26,Non-binary,183,101,27.4,2926,Pilates,38,3,8,Muscle Gain,Average (50%-69%),Stressed,High (>3L)
8080,User_8080,46-55 (Older Adults),53,Non-binary,189,79,36.2,2049,Yoga,40,4,8,Maintain Weight,Average (50%-69%),Tired,High (>3L)
8235,User_8235,26-35 (Adults),29,Non-binary,173,82,38.3,3291,Crossfit,46,4,9,Maintain Weight,Poor (0%-29%),Motivated,Low (<2L)
7462,User_7462,36-45 (Mid-Aged Adults),45,Male,167,87,14.8,3379,HIIT,81,5,7,Increase Flexibility,Needs Improvement (30%-49%),Relaxed,Moderate (2L-3L)
5132,User_5132,46-55 (Older Adults),46,Male,152,66,38.0,2190,HIIT,68,5,7,Muscle Gain,Good (70%-89%),Motivated,Low (<2L)
7697,User_7697,56+ (Seniors),58,Male,179,49,23.7,2054,Crossfit,61,7,9,Weight Loss,Poor (0%-29%),Energized,Low (<2L)
7138,User_7138,56+ (Seniors),60,Female,181,117,26.7,2832,Zumba,20,4,10,Weight Loss,Average (50%-69%),Happy,High (>3L)
6204,User_6204,56+ (Seniors),63,Male,183,75,32.5,1965,Yoga,84,4,10,Increase Flexibility,Needs Improvement (30%-49%),Tired,Low (<2L)
7753,User_7753,46-55 (Older Adults),48,Non-binary,155,54,26.0,1848,Crossfit,54,5,6,Maintain Weight,Average (50%-69%),Focused,High (>3L)
4076,User_4076,36-45 (Mid-Aged Adults),44,Male,187,70,38.8,1837,Zumba,49,6,6,Increase Flexibility,Good (70%-89%),Energized,Moderate (2L-3L)
9518,User_9518,46-55 (Older Adults),47,Female,190,82,14.1,2127,Cycling,76,5,8,Increase Flexibility,Good (70%-89%),Tired,Moderate (2L-3L)
7340,User_7340,36-45 (Mid-Aged Adults),40,Non-binary,164,53,28.9,3035,Yoga,26,6,8,Weight Loss,Average (50%-69%),Bored,Low (<2L)
1987,User_1987,56+ (Seniors),59,Male,175,55,35.4,2655,Running,51,3,9,Weight Loss,Poor (0%-29%),Bored,High (>3L)
5710,User_5710,46-55 (Older Adults),48,Female,166,49,22.5,2658,Cycling,74,4,8,Increase Flexibility,Needs Improvement (30%-49%),Tired,High (>3L)
2050,User_2050,46-55 (Older Adults),53,Non-binary,156,109,27.7,2167,Walking,75,3,7,Muscle Gain,Excellent (90%-100%),Bored,Low (<2L)
2289,User_2289,56+ (Seniors),60,Non-binary,164,92,15.3,2222,Yoga,63,7,10,Weight Loss,Good (70%-89%),Relaxed,Low (<2L)
9915,User_9915,36-45 (Mid-Aged Adults),38,Non-binary,177,83,20.5,3158,Swimming,71,5,7,Maintain Weight,Excellent (90%-100%),Relaxed,High (>3L)
1445,User_1445,18-25 (Young Adults),23,Non-binary,171,71,28.7,1964,Cycling,29,7,8,Increase Flexibility,Excellent (90%-100%),Energized,Moderate (2L-3L)
3658,User_3658,26-35 (Adults),33,Male,155,120,26.2,2216,Crossfit,83,7,10,Maintain Weight,Average (50%-69%),Motivated,Low (<2L)
2060,User_2060,56+ (Seniors),65,Female,180,56,33.2,2079,Pilates,71,6,7,Increase Flexibility,Good (70%-89%),Relaxed,Low (<2L)
4141,User_4141,46-55 (Older Adults),49,Male,190,61,31.9,3266,Swimming,35,7,8,Weight Loss,Excellent (90%-100%),Bored,Moderate (2L-3L)
3464,User_3464,46-55 (Older Adults),55,Non-binary,174,119,10.4,1806,Crossfit,61,4,9,Increase Flexibility,Excellent (90%-100%),Tired,Low (<2L)
6488,User_6488,46-55 (Older Adults),55,Female,189,67,12.7,2643,Swimming,84,5,9,Maintain Weight,Average (50%-69%),Stressed,High (>3L)
9354,User_9354,36-45 (Mid-Aged Adults),45,Female,178,110,38.4,2524,Running,20,4,6,Weight Loss,Excellent (90%-100%),Confident,High (>3L)
1371,User_1371,18-25 (Young Adults),23,Non-binary,174,109,25.0,1950,Yoga,85,6,10,Weight Loss,Good (70%-89%),Happy,Low (<2L)
9546,User_9546,46-55 (Older Adults),48,Male,158,45,38.0,3000,Running,42,3,8,Increase Flexibility,Needs Improvement (30%-49%),Stressed,Low (<2L)
6052,User_6052,46-55 (Older Adults),46,Female,186,92,11.7,3459,Pilates,88,4,10,Increase Flexibility,Poor (0%-29%),Focused,Low (<2L)
5158,User_5158,18-25 (Young Adults),18,Non-binary,159,120,23.6,3190,Cycling,82,7,7,Muscle Gain,Poor (0%-29%),Energized,Low (<2L)
9124,User_9124,46-55 (Older Adults),48,Male,158,113,34.1,3167,Running,23,5,7,Weight Loss,Average (50%-69%),Relaxed,Moderate (2L-3L)
3798,User_3798,18-25 (Young Adults),19,Female,161,50,18.1,2895,Zumba,29,6,9,Muscle Gain,Good (70%-89%),Tired,Low (<2L)
8463,User_8463,46-55 (Older Adults),46,Non-binary,179,74,35.3,2016,Pilates,76,4,7,Increase Flexibility,Good (70%-89%),Unmotivated,High (>3L)
6498,User_6498,46-55 (Older Adults),53,Male,162,70,39.2,3255,Walking,25,4,8,Muscle Gain,Good (70%-89%),Relaxed,Moderate (2L-3L)
9184,User_9184,36-45 (Mid-Aged Adults),38,Male,173,108,28.3,2836,Yoga,82,6,7,Maintain Weight,Needs Improvement (30%-49%),Motivated,Low (<2L)
9297,User_9297,56+ (Seniors),63,Male,177,55,12.1,2128,Cycling,37,7,8,Muscle Gain,Poor (0%-29%),Relaxed,Low (<2L)
4758,User_4758,56+ (Seniors),65,Non-binary,190,49,36.2,2227,Cycling,65,4,10,Increase Flexibility,Average (50%-69%),Bored,Moderate (2L-3L)
5153,User_5153,36-45 (Mid-Aged Adults),44,Non-binary,152,71,10.4,2659,Weight Training,52,7,7,Weight Loss,Average (50%-69%),Motivated,Moderate (2L-3L)
5208,User_5208,26-35 (Adults),28,Female,156,68,39.5,2749,Running,62,4,8,Muscle Gain,Average (50%-69%),Stressed,High (>3L)
7116,User_7116,56+ (Seniors),59,Female,190,118,38.6,2733,Yoga,53,4,9,Increase Flexibility,Needs Improvement (30%-49%),Focused,High (>3L)
7406,User_7406,26-35 (Adults),33,Female,172,107,33.3,2638,HIIT,83,6,7,Weight Loss,Average (50%-69%),Focused,Low (<2L)
2390,User_2390,26-35 (Adults),28,Male,181,108,21.0,2682,Zumba,57,5,9,Maintain Weight,Poor (0%-29%),Focused,Moderate (2L-3L)
9222,User_9222,36-45 (Mid-Aged Adults),45,Non-binary,167,73,26.8,1963,Pilates,57,3,9,Maintain Weight,Average (50%-69%),Focused,Low (<2L)
9999,User_9999,56+ (Seniors),61,Non-binary,170,88,14.0,3212,Crossfit,77,4,8,Maintain Weight,Needs Improvement (30%-49%),Motivated,High (>3L)
1249,User_1249,56+ (Seniors),60,Non-binary,175,74,25.9,1949,HIIT,32,6,9,Increase Flexibility,Good (70%-89%),Motivated,High (>3L)
4370,User_4370,56+ (Seniors),59,Female,178,87,27.9,2375,Cycling,67,7,9,Maintain Weight,Needs Improvement (30%-49%),Tired,Moderate (2L-3L)
9603,User_9603,46-55 (Older Adults),47,Female,153,71,27.0,2414,Yoga,79,3,6,Muscle Gain,Excellent (90%-100%),Stressed,Low (<2L)
1780,User_1780,26-35 (Adults),29,Female,165,111,11.7,2070,Yoga,58,4,8,Muscle Gain,Excellent (90%-100%),Motivated,Moderate (2L-3L)
2475,User_2475,36-45 (Mid-Aged Adults),40,Female,165,90,14.3,3154,Zumba,37,3,8,Increase Flexibility,Poor (0%-29%),Bored,Moderate (2L-3L)
3117,User_3117,46-55 (Older Adults),51,Non-binary,189,49,30.2,2335,Running,30,7,7,Muscle Gain,Average (50%-69%),Bored,High (>3L)
7769,User_7769,26-35 (Adults),33,Male,162,94,37.3,2546,Cycling,84,3,10,Maintain Weight,Average (50%-69%),Confident,Low (<2L)
5927,User_5927,46-55 (Older Adults),53,Male,155,61,24.9,1969,Zumba,66,6,8,Muscle Gain,Good (70%-89%),Relaxed,High (>3L)
7794,User_7794,46-55 (Older Adults),54,Male,174,119,18.9,1940,HIIT,21,6,8,Maintain Weight,Needs Improvement (30%-49%),Stressed,High (>3L)
2800,User_2800,56+ (Seniors),65,Non-binary,158,89,29.0,2174,Swimming,51,4,10,Weight Loss,Good (70%-89%),Bored,Low (<2L)
8777,User_8777,46-55 (Older Adults),55,Male,155,86,15.3,3203,Walking,89,3,9,Weight Loss,Excellent (90%-100%),Confident,Low (<2L)
9797,User_9797,56+ (Seniors),61,Non-binary,151,92,15.5,2732,Walking,75,6,9,Maintain Weight,Good (70%-89%),Happy,Moderate (2L-3L)
1702,User_1702,36-45 (Mid-Aged Adults),37,Male,153,106,16.6,2859,Crossfit,22,4,10,Maintain Weight,Excellent (90%-100%),Confident,Moderate (2L-3L)
1561,User_1561,46-55 (Older Adults),47,Male,172,111,28.9,3058,Weight Training,20,5,8,Maintain Weight,Good (70%-89%),Confident,High (>3L)
3818,User_3818,26-35 (Adults),32,Female,159,89,37.1,2001,Pilates,44,7,7,Increase Flexibility,Needs Improvement (30%-49%),Motivated,Moderate (2L-3L)
4070,User_4070,36-45 (Mid-Aged Adults),39,Male,180,48,23.6,1986,Pilates,30,6,10,Increase Flexibility,Needs Improvement (30%-49%),Happy,Low (<2L)
3831,User_3831,26-35 (Adults),35,Non-binary,183,48,37.2,1992,Zumba,82,3,6,Weight Loss,Good (70%-89%),Focused,Low (<2L)
6814,User_6814,26-35 (Adults),31,Female,158,106,19.5,2841,Cycling,41,4,6,Maintain Weight,Average (50%-69%),Motivated,Low (<2L)
2852,User_2852,26-35 (Adults),31,Male,164,94,32.8,2465,Running,26,5,8,Weight Loss,Needs Improvement (30%-49%),Bored,Moderate (2L-3L)
9221,User_9221,46-55 (Older Adults),46,Male,181,45,33.9,3461,Crossfit,40,3,8,Weight Loss,Needs Improvement (30%-49%),Confident,High (>3L)
1098,User_1098,26-35 (Adults),30,Non-binary,172,68,30.1,2428,Walking,89,3,10,Weight Loss,Excellent (90%-100%),Tired,Low (<2L)
6777,User_6777,36-45 (Mid-Aged Adults),42,Non-binary,164,115,27.8,3335,Walking,59,6,9,Maintain Weight,Needs Improvement (30%-49%),Stressed,Moderate (2L-3L)
8267,User_8267,18-25 (Young Adults),20,Male,171,60,11.9,3091,Crossfit,20,4,8,Maintain Weight,Excellent (90%-100%),Bored,High (>3L)
6165,User_6165,26-35 (Adults),28,Male,151,101,29.1,1882,Running,45,5,9,Muscle Gain,Excellent (90%-100%),Happy,High (>3L)
8944,User_8944,46-55 (Older Adults),54,Female,154,68,33.7,1903,Running,27,4,10,Increase Flexibility,Poor (0%-29%),Relaxed,High (>3L)
5534,User_5534,26-35 (Adults),30,Female,175,91,17.0,2519,Pilates,85,3,9,Weight Loss,Average (50%-69%),Focused,Moderate (2L-3L)
2132,User_2132,56+ (Seniors),57,Female,175,99,18.4,2064,Swimming,78,7,9,Weight Loss,Average (50%-69%),Energized,Low (<2L)
1305,User_1305,18-25 (Young Adults),22,Female,187,56,33.9,2047,Yoga,78,7,9,Muscle Gain,Needs Improvement (30%-49%),Focused,High (>3L)
2822,User_2822,56+ (Seniors),64,Non-binary,164,69,13.4,2602,HIIT,84,4,6,Maintain Weight,Poor (0%-29%),Energized,High (>3L)
4657,User_4657,56+ (Seniors),62,Female,155,83,10.9,2879,Walking,33,3,9,Weight Loss,Average (50%-69%),Stressed,Moderate (2L-3L)
8318,User_8318,56+ (Seniors),58,Non-binary,162,92,28.0,2091,Crossfit,34,3,7,Muscle Gain,Needs Improvement (30%-49%),Unmotivated,Moderate (2L-3L)
8374,User_8374,56+ (Seniors),58,Female,184,71,22.6,2528,Walking,39,5,7,Muscle Gain,Good (70%-89%),Tired,Low (<2L)
9657,User_9657,26-35 (Adults),33,Female,170,68,33.0,1929,Zumba,61,3,8,Increase Flexibility,Needs Improvement (30%-49%),Energized,Moderate (2L-3L)
1462,User_1462,46-55 (Older Adults),46,Non-binary,179,66,31.2,2903,Zumba,61,5,9,Muscle Gain,Average (50%-69%),Happy,High (>3L)
8825,User_8825,26-35 (Adults),34,Male,184,97,35.9,2594,Cycling,56,5,7,Weight Loss,Needs Improvement (30%-49%),Bored,Low (<2L)
9557,User_9557,36-45 (Mid-Aged Adults),37,Male,156,82,22.3,1971,Walking,64,3,6,Maintain Weight,Poor (0%-29%),Stressed,High (>3L)
